category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:0046854	0.715368249901055	0.552858224179437	2	28	phosphatidylinositol phosphate biosynthetic process	BP	1	1
GO:0060627	0.71576424984914	0.397248080208899	11	134	regulation of vesicle-mediated transport	BP	1	1
GO:0016441	0.715867288174283	0.4484776004184	5	148	post-transcriptional gene silencing	BP	1	1
GO:0045833	0.716157698633121	0.656981367016597	1	15	negative regulation of lipid metabolic process	BP	1	1
GO:1904951	0.716237239018646	0.503287975934279	3	38	positive regulation of establishment of protein localization	BP	1	1
GO:0035268	0.71628094466343	0.659280678527962	1	13	protein mannosylation	BP	1	1
GO:0097502	0.71628094466343	0.659280678527962	1	13	mannosylation	BP	1	1
GO:0010638	0.716347832726691	0.402315022911675	10	120	positive regulation of organelle organization	BP	1	1
GO:0007026	0.716707777128143	0.660303203782723	1	12	negative regulation of microtubule depolymerization	BP	1	1
GO:0099174	0.716781208879736	0.552069578859507	2	26	regulation of presynapse organization	BP	1	1
GO:0042886	0.717260670988715	0.550499475406896	2	28	amide transport	BP	1	1
GO:0007156	0.717299608455727	0.473463856686994	4	44	homophilic cell adhesion via plasma membrane adhesion molecules	BP	1	1
GO:0098590	0.717563613207845	0.351546982296721	29	347	plasma membrane region	CC	1	1
GO:0140694	0.717866009321409	0.371964122073204	17	230	non-membrane-bounded organelle assembly	BP	1	1
GO:0004653	0.717955515191623	0.658779902738573	1	12	polypeptide N-acetylgalactosaminyltransferase activity	MF	1	1
GO:0008016	0.718104131743558	0.549011349089497	2	29	regulation of heart contraction	BP	1	1
GO:1903522	0.718104131743558	0.549011349089497	2	29	regulation of blood circulation	BP	1	1
GO:0001725	0.718227117684304	0.658447572369223	1	12	stress fiber	CC	1	1
GO:0042641	0.718227117684304	0.658447572369223	1	12	actomyosin	CC	1	1
GO:0097517	0.718227117684304	0.658447572369223	1	12	contractile actin filament bundle	CC	1	1
GO:0030537	0.718439831601542	0.470343368152872	4	52	larval behavior	BP	1	1
GO:0016790	0.719019114244833	0.649499110616528	1	20	thiolester hydrolase activity	MF	1	1
GO:0004177	0.719130011273793	0.499718720369942	3	38	aminopeptidase activity	MF	1	1
GO:0045332	0.721099441681375	0.652027994179168	1	14	phospholipid translocation	BP	1	1
GO:0000146	0.72130117950757	0.656522020700089	1	11	microfilament motor activity	MF	1	1
GO:0045168	0.721627681164623	0.654264002277923	1	12	cell-cell signaling involved in cell fate commitment	BP	1	1
GO:0019888	0.721930193365958	0.542736584021941	2	33	protein phosphatase regulator activity	MF	1	1
GO:0090207	0.722366892445024	0.649301829273465	1	15	regulation of triglyceride metabolic process	BP	1	1
GO:0045931	0.723248587465108	0.49352698026096	3	42	positive regulation of mitotic cell cycle	BP	1	1
GO:0008299	0.723288496005798	0.644779942601275	1	19	isoprenoid biosynthetic process	BP	1	1
GO:0016973	0.723730090741509	0.646591316613975	1	16	poly(A)+ mRNA export from nucleus	BP	1	1
GO:0032456	0.7245340166447	0.493312785649334	3	37	endocytic recycling	BP	1	1
GO:0008175	0.724991414596507	0.641433012041842	1	21	tRNA methyltransferase activity	MF	1	1
GO:0043954	0.725203213379389	0.542631721587546	2	24	cellular component maintenance	BP	1	1
GO:0006412	0.725839016152516	0.341636922496138	28	854	translation	BP	1	1
GO:0007088	0.726060427381391	0.460821444705803	4	53	regulation of mitotic nuclear division	BP	1	1
GO:0051491	0.726256006643798	0.540142162432829	2	26	positive regulation of filopodium assembly	BP	1	1
GO:0034643	0.726502901193108	0.646614399096388	1	13	establishment of mitochondrion localization, microtubule-mediated	BP	1	1
GO:0047497	0.726502901193108	0.646614399096388	1	13	mitochondrion transport along microtubule	BP	1	1
GO:0051654	0.726502901193108	0.646614399096388	1	13	establishment of mitochondrion localization	BP	1	1
GO:0031514	0.726998505108062	0.487758318386171	3	47	motile cilium	CC	1	1
GO:0015252	0.727196731783953	0.637638333159373	1	23	proton channel activity	MF	1	1
GO:0048790	0.727772363854972	0.648477873300118	1	11	maintenance of presynaptic active zone structure	BP	1	1
GO:0015078	0.72791251303275	0.455786407147107	4	76	proton transmembrane transporter activity	MF	1	1
GO:0007318	0.728496032244622	0.6456843414718	1	12	pole plasm protein localization	BP	1	1
GO:0043113	0.728859591383414	0.643639436124928	1	13	receptor clustering	BP	1	1
GO:0090575	0.729408739386467	0.408845182267625	7	111	RNA polymerase II transcription regulator complex	CC	1	1
GO:1902275	0.729475707191854	0.536035305599649	2	26	regulation of chromatin organization	BP	1	1
GO:0015800	0.729658359745623	0.641271838613386	1	14	acidic amino acid transport	BP	1	1
GO:0034243	0.730789946002297	0.532926201985754	2	29	regulation of transcription elongation by RNA polymerase II	BP	1	1
GO:0031328	0.73112318336324	0.324529572356547	43	524	positive regulation of cellular biosynthetic process	BP	1	1
GO:0001654	0.731957845418304	0.328989381249548	36	396	eye development	BP	1	1
GO:0048880	0.731957845418304	0.328989381249548	36	396	sensory system development	BP	1	1
GO:0150063	0.731957845418304	0.328989381249548	36	396	visual system development	BP	1	1
GO:0000775	0.732392921254997	0.417175520217847	6	88	chromosome, centromeric region	CC	1	1
GO:0007549	0.73364287694726	0.531235242303081	2	25	dosage compensation	BP	1	1
GO:0035289	0.733822355602867	0.637306076624592	1	13	posterior head segmentation	BP	1	1
GO:0005770	0.734665919739244	0.413998264634408	6	94	late endosome	CC	1	1
GO:0044550	0.734819503166251	0.527727623555223	2	29	secondary metabolite biosynthetic process	BP	1	1
GO:0043933	0.734958921208721	0.319125547789787	44	703	protein-containing complex organization	BP	1	1
GO:0009891	0.736086255316014	0.319090193299732	43	525	positive regulation of biosynthetic process	BP	1	1
GO:0004806	0.736213531667379	0.474797365775073	3	55	triglyceride lipase activity	MF	1	1
GO:0046474	0.736517772658007	0.412232206520458	6	87	glycerophospholipid biosynthetic process	BP	1	1
GO:0098930	0.737334906060169	0.524460188066391	2	29	axonal transport	BP	1	1
GO:0030990	0.737432327290917	0.629039788788595	1	16	intraciliary transport particle	CC	1	1
GO:0019200	0.73744319011075	0.628115359417857	1	17	carbohydrate kinase activity	MF	1	1
GO:0098771	0.737443916663565	0.371431273300675	11	150	inorganic ion homeostasis	BP	1	1
GO:0051307	0.738105184245933	0.628159451848345	1	16	meiotic chromosome separation	BP	1	1
GO:0051205	0.738235032531363	0.621415461230967	1	28	protein insertion into membrane	BP	1	1
GO:0046835	0.738424093218181	0.627741589664287	1	16	carbohydrate phosphorylation	BP	1	1
GO:0042745	0.738502670736263	0.445164717611132	4	54	circadian sleep/wake cycle	BP	1	1
GO:0016879	0.738890481547654	0.474288622311631	3	40	ligase activity, forming carbon-nitrogen bonds	MF	1	1
GO:0040003	0.738936968225497	0.373512656939425	10	200	chitin-based cuticle development	BP	1	1
GO:0061059	0.739651094265178	0.628363363423235	1	14	positive regulation of peptidoglycan recognition protein signaling pathway	BP	1	1
GO:0045132	0.739798589293492	0.423186802926828	5	70	meiotic chromosome segregation	BP	1	1
GO:0002785	0.739998090211401	0.624758416010101	1	17	negative regulation of antimicrobial peptide production	BP	1	1
GO:0005319	0.740055382834661	0.442589365731193	4	58	lipid transporter activity	MF	1	1
GO:0019900	0.740901686145123	0.379889645534833	9	109	kinase binding	MF	1	1
GO:0007035	0.740972416818519	0.62801450608884	1	13	vacuolar acidification	BP	1	1
GO:0015373	0.741207115705508	0.627706117445976	1	13	anion:sodium symporter activity	MF	1	1
GO:0015378	0.741207115705508	0.627706117445976	1	13	sodium:chloride symporter activity	MF	1	1
GO:0007365	0.741209540598074	0.442898416283378	4	48	periodic partitioning	BP	1	1
GO:0030042	0.741424201962374	0.623791104866589	1	16	actin filament depolymerization	BP	1	1
GO:0015012	0.741933375742361	0.625360693194366	1	14	heparan sulfate proteoglycan biosynthetic process	BP	1	1
GO:0019432	0.741951621808372	0.624137719622154	1	15	triglyceride biosynthetic process	BP	1	1
GO:0046530	0.742000556693917	0.338318054439359	20	226	photoreceptor cell differentiation	BP	1	1
GO:0007430	0.74211161451965	0.518651420752292	2	28	terminal branching, open tracheal system	BP	1	1
GO:0061695	0.742169242833662	0.364988299914451	11	183	transferase complex, transferring phosphorus-containing groups	CC	1	1
GO:0098659	0.742317290775703	0.518859288205903	2	27	inorganic cation import across plasma membrane	BP	1	1
GO:0099587	0.742317290775703	0.518859288205903	2	27	inorganic ion import across plasma membrane	BP	1	1
GO:0006354	0.742388227258534	0.467825975066693	3	49	DNA-templated transcription elongation	BP	1	1
GO:0046128	0.742391854568244	0.620775330814662	1	18	purine ribonucleoside metabolic process	BP	1	1
GO:0043021	0.742662328372236	0.438183923540539	4	67	ribonucleoprotein complex binding	MF	1	1
GO:0051261	0.742865993026173	0.469183628163002	3	40	protein depolymerization	BP	1	1
GO:0003777	0.743281461923242	0.470211779196542	3	35	microtubule motor activity	MF	1	1
GO:0055082	0.743575007635697	0.369738423066783	10	134	cellular chemical homeostasis	BP	1	1
GO:0045665	0.743710615845104	0.626039108208157	1	12	negative regulation of neuron differentiation	BP	1	1
GO:0046533	0.743710615845104	0.626039108208157	1	12	negative regulation of photoreceptor cell differentiation	BP	1	1
GO:0007464	0.743727999371522	0.626016142823052	1	12	R3/R4 cell fate commitment	BP	1	1
GO:0034204	0.743804830664265	0.621679743233189	1	15	lipid translocation	BP	1	1
GO:0043539	0.743820099799918	0.62165943445391	1	15	protein serine/threonine kinase activator activity	MF	1	1
GO:0046329	0.743838176471484	0.515932040655165	2	29	negative regulation of JNK cascade	BP	1	1
GO:0046328	0.743934795171203	0.418386094784146	5	67	regulation of JNK cascade	BP	1	1
GO:0046467	0.74411541341037	0.416343512875702	5	87	membrane lipid biosynthetic process	BP	1	1
GO:0031290	0.744164700399547	0.625438819239732	1	12	retinal ganglion cell axon guidance	BP	1	1
GO:0008205	0.745076389143575	0.618933984680368	1	16	ecdysone metabolic process	BP	1	1
GO:0000242	0.745963566952356	0.621408961821982	1	13	pericentriolar material	CC	1	1
GO:0021551	0.746231826164125	0.6196492208947	1	14	central nervous system morphogenesis	BP	1	1
GO:0032483	0.746302435840041	0.622601632660191	1	12	regulation of Rab protein signal transduction	BP	1	1
GO:0031625	0.746793990408081	0.432737800867107	4	69	ubiquitin protein ligase binding	MF	1	1
GO:0042632	0.746974846547137	0.617443405707298	1	15	cholesterol homeostasis	BP	1	1
GO:0007419	0.747146577006686	0.400458209468688	6	73	ventral cord development	BP	1	1
GO:0055080	0.747680740556811	0.359317536869302	11	151	cation homeostasis	BP	1	1
GO:0000737	0.747849888310956	0.611467519002942	1	21	DNA catabolic process, endonucleolytic	BP	1	1
GO:0140662	0.748363289583225	0.509513372790824	2	30	ATP-dependent protein folding chaperone	MF	1	1
GO:0005871	0.748387719839579	0.511342325970123	2	26	kinesin complex	CC	1	1
GO:0110116	0.748821384131033	0.511328209834454	2	25	regulation of compound eye photoreceptor cell differentiation	BP	1	1
GO:0006099	0.74905201920718	0.506339766243171	2	37	tricarboxylic acid cycle	BP	1	1
GO:0001941	0.749097224410238	0.617210431475773	1	13	postsynaptic membrane organization	BP	1	1
GO:0007292	0.74975870519695	0.297672593686887	56	656	female gamete generation	BP	1	1
GO:0006171	0.750035422144408	0.617602734191405	1	12	cAMP biosynthetic process	BP	1	1
GO:0035069	0.750183739832153	0.507943305286456	2	28	larval midgut histolysis	BP	1	1
GO:0043410	0.751468325941153	0.408942669476224	5	67	positive regulation of MAPK cascade	BP	1	1
GO:0065004	0.751587971015748	0.390865422927514	6	155	protein-DNA complex assembly	BP	1	1
GO:0045296	0.751652222547276	0.613757474020651	1	13	cadherin binding	MF	1	1
GO:0032873	0.752186512020097	0.504394339336751	2	30	negative regulation of stress-activated MAPK cascade	BP	1	1
GO:0097035	0.752432641470282	0.608987644746139	1	16	regulation of membrane lipid distribution	BP	1	1
GO:0009311	0.752698874222776	0.504121423382838	2	29	oligosaccharide metabolic process	BP	1	1
GO:0055092	0.752754901457446	0.608546855263325	1	16	sterol homeostasis	BP	1	1
GO:0040034	0.753548121443007	0.611177810564744	1	13	regulation of development, heterochronic	BP	1	1
GO:0005544	0.753636654811364	0.611056981591876	1	13	calcium-dependent phospholipid binding	MF	1	1
GO:0050802	0.75379707292935	0.454445436297043	3	42	circadian sleep/wake cycle, sleep	BP	1	1
GO:0031453	0.754257973884457	0.608783890868162	1	14	positive regulation of heterochromatin formation	BP	1	1
GO:0120263	0.754257973884457	0.608783890868162	1	14	positive regulation of heterochromatin organization	BP	1	1
GO:1905269	0.754257973884457	0.608783890868162	1	14	positive regulation of chromatin organization	BP	1	1
GO:0033178	0.755468970678211	0.603038862687014	1	18	proton-transporting two-sector ATPase complex, catalytic domain	CC	1	1
GO:0008076	0.75553536300091	0.610132847393181	1	12	voltage-gated potassium channel complex	CC	1	1
GO:0042220	0.755880978787462	0.607982999026004	1	13	response to cocaine	BP	1	1
GO:0044000	0.7559515356319	0.498922967027893	2	31	movement in host	BP	1	1
GO:0044409	0.7559515356319	0.498922967027893	2	31	entry into host	BP	1	1
GO:0046718	0.7559515356319	0.498922967027893	2	31	viral entry into host cell	BP	1	1
GO:0051701	0.7559515356319	0.498922967027893	2	31	biological process involved in interaction with host	BP	1	1
GO:0010035	0.755967210361739	0.387488843647692	6	98	response to inorganic substance	BP	1	1
GO:0044389	0.756011113346194	0.420736324346126	4	71	ubiquitin-like protein ligase binding	MF	1	1
GO:0061733	0.756138597133686	0.604966657281067	1	15	peptide-lysine-N-acetyltransferase activity	MF	1	1
GO:0006998	0.756463075648414	0.601661829984426	1	18	nuclear envelope organization	BP	1	1
GO:0045017	0.75707716387263	0.375661008159828	7	102	glycerolipid biosynthetic process	BP	1	1
GO:0050905	0.757474244130358	0.599508747723752	1	19	neuromuscular process	BP	1	1
GO:0050801	0.757568894221925	0.347505129254304	11	152	ion homeostasis	BP	1	1
GO:1901214	0.7579348742653	0.448096594574152	3	46	regulation of neuron death	BP	1	1
GO:0034655	0.758389310082399	0.341498639610661	12	182	nucleobase-containing compound catabolic process	BP	1	1
GO:0044057	0.758641638591473	0.399741633580179	5	68	regulation of system process	BP	1	1
GO:0042689	0.759143367780785	0.603476672483052	1	13	regulation of crystal cell differentiation	BP	1	1
GO:0042147	0.759292008890825	0.494013721663196	2	32	retrograde transport, endosome to Golgi	BP	1	1
GO:0005249	0.761176629023496	0.494068835803503	2	26	voltage-gated potassium channel activity	MF	1	1
GO:0045214	0.761417452045566	0.445772308604265	3	37	sarcomere organization	BP	1	1
GO:0005244	0.761464461482694	0.416535440944348	4	50	voltage-gated ion channel activity	MF	1	1
GO:0022832	0.761464461482694	0.416535440944348	4	50	voltage-gated channel activity	MF	1	1
GO:0006885	0.761536450394626	0.492565849176478	2	28	regulation of pH	BP	1	1
GO:0030641	0.761536450394626	0.492565849176478	2	28	regulation of cellular pH	BP	1	1
GO:0051865	0.761671453014299	0.598508962989247	1	14	protein autoubiquitination	BP	1	1
GO:0005622	0.76189560979817	0.260257461917744	505	7140	intracellular anatomical structure	CC	1	1
GO:0016810	0.762345029870625	0.393192702725603	5	89	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	MF	1	1
GO:1902600	0.76254925679631	0.439477871651404	3	63	proton transmembrane transport	BP	1	1
GO:0060070	0.76263514580787	0.353318038384238	9	115	canonical Wnt signaling pathway	BP	1	1
GO:0034976	0.763238474700873	0.37887290887556	6	90	response to endoplasmic reticulum stress	BP	1	1
GO:0007291	0.76327723286744	0.413123468297449	4	56	sperm individualization	BP	1	1
GO:0003774	0.763580732324835	0.414408682851689	4	47	cytoskeletal motor activity	MF	1	1
GO:0007041	0.764060667292838	0.48864398997182	2	29	lysosomal transport	BP	1	1
GO:0033865	0.76406396846317	0.410903300084339	4	65	nucleoside bisphosphate metabolic process	BP	1	1
GO:0033875	0.76406396846317	0.410903300084339	4	65	ribonucleoside bisphosphate metabolic process	BP	1	1
GO:0034032	0.76406396846317	0.410903300084339	4	65	purine nucleoside bisphosphate metabolic process	BP	1	1
GO:0007281	0.764413106615032	0.279703274101054	61	736	germ cell development	BP	1	1
GO:0035073	0.764437944474487	0.592271548717124	1	16	pupariation	BP	1	1
GO:0002121	0.765624640603404	0.591678707771987	1	15	inter-male aggressive behavior	BP	1	1
GO:0048800	0.765829585269067	0.592642476951866	1	14	antennal morphogenesis	BP	1	1
GO:1903828	0.766481226388979	0.589364857425926	1	16	negative regulation of protein localization	BP	1	1
GO:0044719	0.766497126925299	0.593150922674084	1	13	regulation of imaginal disc-derived wing size	BP	1	1
GO:0002701	0.767026235722375	0.586769971136975	1	18	negative regulation of production of molecular mediator of immune response	BP	1	1
GO:0014069	0.767110822076966	0.592278501397	1	13	postsynaptic density	CC	1	1
GO:0032279	0.767110822076966	0.592278501397	1	13	asymmetric synapse	CC	1	1
GO:0098984	0.767110822076966	0.592278501397	1	13	neuron to neuron synapse	CC	1	1
GO:0120013	0.767144346041304	0.583003823072672	1	24	lipid transfer activity	MF	1	1
GO:0022412	0.767471619481997	0.272801101891059	73	871	cellular process involved in reproduction in multicellular organism	BP	1	1
GO:0030150	0.767521869744341	0.580323888018342	1	30	protein import into mitochondrial matrix	BP	1	1
GO:0008544	0.767709037886617	0.388889308406302	5	62	epidermis development	BP	1	1
GO:0007200	0.767992649989726	0.58830067862021	1	15	phospholipase C-activating G protein-coupled receptor signaling pathway	BP	1	1
GO:0046627	0.768348845846687	0.48315424822601	2	28	negative regulation of insulin receptor signaling pathway	BP	1	1
GO:1900077	0.768348845846687	0.48315424822601	2	28	negative regulation of cellular response to insulin stimulus	BP	1	1
GO:0001751	0.768427957122408	0.314401824777317	17	198	compound eye photoreceptor cell differentiation	BP	1	1
GO:0009913	0.768654002586105	0.406932452168154	4	51	epidermal cell differentiation	BP	1	1
GO:0009126	0.76906177927164	0.584700927950633	1	17	purine nucleoside monophosphate metabolic process	BP	1	1
GO:0009167	0.76906177927164	0.584700927950633	1	17	purine ribonucleoside monophosphate metabolic process	BP	1	1
GO:0030162	0.769365393218078	0.338016375756907	10	154	regulation of proteolysis	BP	1	1
GO:0005887	0.769858595046954	0.281285914127682	44	513	integral component of plasma membrane	CC	1	1
GO:0007455	0.77001239956424	0.433926046653878	3	38	eye-antennal disc morphogenesis	BP	1	1
GO:0051098	0.770271723637342	0.480472072549131	2	28	regulation of binding	BP	1	1
GO:0046460	0.770347459961386	0.583814514617548	1	16	neutral lipid biosynthetic process	BP	1	1
GO:0046463	0.770347459961386	0.583814514617548	1	16	acylglycerol biosynthetic process	BP	1	1
GO:0009072	0.770840752073593	0.580506684622503	1	19	aromatic amino acid family metabolic process	BP	1	1
GO:0007405	0.770981443901864	0.358825213697906	7	94	neuroblast proliferation	BP	1	1
GO:0035194	0.771034303117032	0.397888558903999	4	141	post-transcriptional gene silencing by RNA	BP	1	1
GO:0035309	0.771440827988336	0.586075266545162	1	13	wing and notum subfield formation	BP	1	1
GO:0000915	0.771586151690637	0.583126838423884	1	15	actomyosin contractile ring assembly	BP	1	1
GO:0099558	0.771789168044319	0.585572563567091	1	13	maintenance of synapse structure	BP	1	1
GO:0033157	0.77219281508993	0.477780955057049	2	28	regulation of intracellular protein transport	BP	1	1
GO:0030527	0.772243718394992	0.468047643088969	2	118	structural constituent of chromatin	MF	1	1
GO:1902653	0.772413301413967	0.579849121295005	1	17	secondary alcohol biosynthetic process	BP	1	1
GO:0001703	0.772852419004025	0.428294967830956	3	45	gastrulation with mouth forming first	BP	1	1
GO:0010004	0.772852419004025	0.428294967830956	3	45	gastrulation involving germ band extension	BP	1	1
GO:0045309	0.773280425094768	0.581939176054798	1	14	protein phosphorylated amino acid binding	MF	1	1
GO:0006611	0.773396966837777	0.580497655676513	1	15	protein export from nucleus	BP	1	1
GO:0071598	0.774008681187416	0.580879591963586	1	14	neuronal ribonucleoprotein granule	CC	1	1
GO:0140534	0.774260128622722	0.423022639427457	3	70	endoplasmic reticulum protein-containing complex	CC	1	1
GO:0198738	0.774705192010806	0.327191141058774	11	141	cell-cell signaling by wnt	BP	1	1
GO:0015926	0.774908739298575	0.577180207970062	1	16	glucosidase activity	MF	1	1
GO:0042398	0.775251737629819	0.573370185196336	1	20	cellular modified amino acid biosynthetic process	BP	1	1
GO:0031111	0.775356500499754	0.578912164982749	1	14	negative regulation of microtubule polymerization or depolymerization	BP	1	1
GO:0046174	0.775378548126095	0.573183487500381	1	20	polyol catabolic process	BP	1	1
GO:0032872	0.77552712467204	0.377771731921078	5	70	regulation of stress-activated MAPK cascade	BP	1	1
GO:0019867	0.776086716740238	0.421891961981769	3	57	outer membrane	CC	1	1
GO:0031968	0.776086716740238	0.421891961981769	3	57	organelle outer membrane	CC	1	1
GO:0099503	0.776166166397492	0.352149193429834	7	96	secretory vesicle	CC	1	1
GO:0140296	0.776427374931262	0.571010033026099	1	21	general transcription initiation factor binding	MF	1	1
GO:1903169	0.776543149444946	0.57865653452449	1	13	regulation of calcium ion transmembrane transport	BP	1	1
GO:0018198	0.776899258980807	0.569743221710604	1	22	peptidyl-cysteine modification	BP	1	1
GO:0033206	0.776903183653625	0.422985196163666	3	44	meiotic cytokinesis	BP	1	1
GO:0007143	0.777143553338741	0.394677134016596	4	57	female meiotic nuclear division	BP	1	1
GO:0042659	0.777499443463963	0.470776834737493	2	27	regulation of cell fate specification	BP	1	1
GO:0004016	0.777527078934249	0.57721211280493	1	13	adenylate cyclase activity	MF	1	1
GO:0050909	0.777756731832405	0.391460528066137	4	80	sensory perception of taste	BP	1	1
GO:0045501	0.777982613891617	0.576541854756576	1	13	regulation of sevenless signaling pathway	BP	1	1
GO:0042734	0.778473687724385	0.469921252970206	2	26	presynaptic membrane	CC	1	1
GO:0035218	0.778551778099037	0.341284828468956	8	96	leg disc development	BP	1	1
GO:0030488	0.778591011981449	0.567230376865523	1	22	tRNA methylation	BP	1	1
GO:0034704	0.77862016393565	0.572829889742545	1	15	calcium channel complex	CC	1	1
GO:0005875	0.778729703356604	0.348260828337368	7	107	microtubule associated complex	CC	1	1
GO:0022411	0.780180841282339	0.319961149161355	11	158	cellular component disassembly	BP	1	1
GO:0001227	0.780364418321165	0.390841366899545	4	54	DNA-binding transcription repressor activity, RNA polymerase II-specific	MF	1	1
GO:0009566	0.780691971860495	0.463424747655076	2	34	fertilization	BP	1	1
GO:0019208	0.781005853208246	0.462382800764428	2	36	phosphatase regulator activity	MF	1	1
GO:0016321	0.781715760952547	0.568225629429263	1	15	female meiosis chromosome segregation	BP	1	1
GO:0030536	0.782963738153414	0.564241011212772	1	17	larval feeding behavior	BP	1	1
GO:0046552	0.783123826913671	0.344200449633829	7	84	photoreceptor cell fate commitment	BP	1	1
GO:0006417	0.783208632412318	0.311505170063586	12	187	regulation of translation	BP	1	1
GO:0030660	0.783588869407867	0.564290461899433	1	16	Golgi-associated vesicle membrane	CC	1	1
GO:0070997	0.783614297194196	0.412922705310745	3	48	neuron death	BP	1	1
GO:0043035	0.78423762569631	0.560659611787941	1	19	chromatin insulator sequence binding	MF	1	1
GO:0007635	0.784819360784422	0.351404750003096	6	88	chemosensory behavior	BP	1	1
GO:0090276	0.785055085489017	0.561085203623742	1	17	regulation of peptide hormone secretion	BP	1	1
GO:0006875	0.785204764565165	0.350833196915869	6	89	cellular metal ion homeostasis	BP	1	1
GO:1901363	0.785247831726882	0.238830345046307	221	3192	heterocyclic compound binding	MF	1	1
GO:0031461	0.785266861363419	0.339878768414989	7	108	cullin-RING ubiquitin ligase complex	CC	1	1
GO:0016028	0.785365828481957	0.411531069695674	3	43	rhabdomere	CC	1	1
GO:0000165	0.785390654255617	0.313871399132132	11	148	MAPK cascade	BP	1	1
GO:0000003	0.786050567098174	0.245507608883557	112	1491	reproduction	BP	1	1
GO:0071479	0.786107697702682	0.557117367952443	1	20	cellular response to ionizing radiation	BP	1	1
GO:0051091	0.786285199909644	0.558338077070661	1	18	positive regulation of DNA-binding transcription factor activity	BP	1	1
GO:0008276	0.786945979394908	0.407452540878882	3	53	protein methyltransferase activity	MF	1	1
GO:0010591	0.787027615312422	0.55808947063022	1	17	regulation of lamellipodium assembly	BP	1	1
GO:0008139	0.787109204027229	0.560094836689222	1	15	nuclear localization sequence binding	MF	1	1
GO:0033177	0.788780762946218	0.548041606961684	1	32	proton-transporting two-sector ATPase complex, proton-transporting domain	CC	1	1
GO:0035214	0.789221987732801	0.360576692106752	5	63	eye-antennal disc development	BP	1	1
GO:0030072	0.789526800573657	0.553381254868482	1	18	peptide hormone secretion	BP	1	1
GO:0009994	0.78955675874982	0.300692752826591	13	168	oocyte differentiation	BP	1	1
GO:0034508	0.790037810549623	0.553481423958961	1	17	centromere complex assembly	BP	1	1
GO:0008333	0.790112305807363	0.553366823493838	1	17	endosome to lysosome transport	BP	1	1
GO:0005930	0.790154091526342	0.376460119454636	4	62	axoneme	CC	1	1
GO:0042051	0.791102778961464	0.325144516257291	8	100	compound eye photoreceptor development	BP	1	1
GO:0035060	0.791700865368892	0.551919735206674	1	16	brahma complex	CC	1	1
GO:0003712	0.792184766349088	0.300648059944544	12	181	transcription coregulator activity	MF	1	1
GO:0043487	0.792655427744527	0.372582589988609	4	66	regulation of RNA stability	BP	1	1
GO:0048749	0.792984545787231	0.262868686560952	33	376	compound eye development	BP	1	1
GO:0042675	0.792988004602229	0.551071062560883	1	15	compound eye cone cell differentiation	BP	1	1
GO:0010970	0.793737901611907	0.34005945387632	6	84	transport along microtubule	BP	1	1
GO:0046434	0.793806308548734	0.398132551275626	3	51	organophosphate catabolic process	BP	1	1
GO:0000786	0.793859503808101	0.436852366840875	2	119	nucleosome	CC	1	1
GO:0097159	0.794195094006777	0.229276272484416	222	3215	organic cyclic compound binding	MF	1	1
GO:0070918	0.794379618602818	0.545068741430837	1	19	small regulatory ncRNA processing	BP	1	1
GO:0033041	0.794813433753006	0.540567812313774	1	26	sweet taste receptor activity	MF	1	1
GO:0001217	0.795103871229376	0.370670165712489	4	55	DNA-binding transcription repressor activity	MF	1	1
GO:0016607	0.795275636321633	0.442196287113654	2	34	nuclear speck	CC	1	1
GO:0019901	0.795945089897548	0.327137575048293	7	91	protein kinase binding	MF	1	1
GO:0070897	0.79651231632428	0.539777409084025	1	22	transcription preinitiation complex assembly	BP	1	1
GO:0000912	0.796861311074935	0.543880801977744	1	16	assembly of actomyosin apparatus involved in cytokinesis	BP	1	1
GO:0030705	0.797210332445805	0.325155828391887	7	96	cytoskeleton-dependent intracellular transport	BP	1	1
GO:0097014	0.797333652252932	0.366500111901159	4	63	ciliary plasm	CC	1	1
GO:0050708	0.797491281280449	0.439234569977275	2	33	regulation of protein secretion	BP	1	1
GO:0006970	0.797840265878635	0.542340566923833	1	16	response to osmotic stress	BP	1	1
GO:0043524	0.798155885462973	0.539133354716603	1	19	negative regulation of neuron apoptotic process	BP	1	1
GO:0090090	0.798435687207948	0.392269693365966	3	47	negative regulation of canonical Wnt signaling pathway	BP	1	1
GO:0032934	0.799205537353691	0.535515177548465	1	22	sterol binding	MF	1	1
GO:0004197	0.801306038471248	0.43353462537167	2	33	cysteine-type endopeptidase activity	MF	1	1
GO:0045433	0.801437828634413	0.537796089976999	1	15	male courtship behavior, veined wing generated song production	BP	1	1
GO:0022410	0.801574504174265	0.387779509228979	3	47	circadian sleep/wake cycle process	BP	1	1
GO:0010822	0.801677059740159	0.532812065526008	1	20	positive regulation of mitochondrion organization	BP	1	1
GO:0032432	0.801761255538494	0.537280648162359	1	15	actin filament bundle	CC	1	1
GO:0006623	0.801840998452999	0.53599467321812	1	16	protein targeting to vacuole	BP	1	1
GO:0016407	0.801996010005969	0.38500799943335	3	62	acetyltransferase activity	MF	1	1
GO:0030371	0.80231760610499	0.424509391597366	2	109	translation repressor activity	MF	1	1
GO:0031090	0.802613274351666	0.239408145770652	54	875	organelle membrane	CC	1	1
