category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:0001664	0.803451424918377	0.382810104870523	3	63	G protein-coupled receptor binding	MF	1	1
GO:0042067	0.803653998468731	0.359339010777216	4	52	establishment of ommatidial planar polarity	BP	1	1
GO:0019829	0.803809709192272	0.427837957476274	2	40	ATPase-coupled cation transmembrane transporter activity	MF	1	1
GO:0046164	0.80434642309399	0.527275833754492	1	22	alcohol catabolic process	BP	1	1
GO:0010171	0.804510059240977	0.524362925592618	1	28	body morphogenesis	BP	1	1
GO:0035210	0.804681620390096	0.529510935903593	1	18	prepupal development	BP	1	1
GO:0048663	0.804743976714788	0.307743416898077	8	98	neuron fate commitment	BP	1	1
GO:0016251	0.804798058711552	0.524640436635311	1	26	RNA polymerase II general transcription initiation factor activity	MF	1	1
GO:0043280	0.805107442094455	0.526044424709737	1	22	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	BP	1	1
GO:0001754	0.80561544072224	0.269960570127488	17	203	eye photoreceptor cell differentiation	BP	1	1
GO:0008069	0.805706388089364	0.530948856461981	1	15	dorsal/ventral axis specification, ovarian follicular epithelium	BP	1	1
GO:0060341	0.8058513060545	0.280619777298582	13	170	regulation of cellular localization	BP	1	1
GO:0034472	0.806873562162288	0.523174853004107	1	22	snRNA 3'-end processing	BP	1	1
GO:0042562	0.807312664440688	0.526153763626172	1	17	hormone binding	MF	1	1
GO:0043414	0.807386980343686	0.302429470809979	8	141	macromolecule methylation	BP	1	1
GO:0051321	0.807814755515199	0.26685476156899	17	228	meiotic cell cycle	BP	1	1
GO:0007398	0.807853260234326	0.526299864785952	1	16	ectoderm development	BP	1	1
GO:0005759	0.807963460220971	0.31833860344711	6	152	mitochondrial matrix	CC	1	1
GO:0046958	0.807980113460067	0.527261817227388	1	15	nonassociative learning	BP	1	1
GO:0002791	0.808320944362383	0.523601057009842	1	18	regulation of peptide secretion	BP	1	1
GO:0090087	0.808320944362383	0.523601057009842	1	18	regulation of peptide transport	BP	1	1
GO:0000288	0.808438137760311	0.422413715396527	2	34	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	BP	1	1
GO:0051101	0.809625640284287	0.523404837453683	1	16	regulation of DNA binding	BP	1	1
GO:0008569	0.809673296137939	0.525843167620384	1	14	minus-end-directed microtubule motor activity	MF	1	1
GO:0051347	0.810285885563888	0.348952799237706	4	59	positive regulation of transferase activity	BP	1	1
GO:0022843	0.811333186030662	0.374972739471882	3	41	voltage-gated cation channel activity	MF	1	1
GO:0006996	0.812001986392907	0.215405799212805	131	1717	organelle organization	BP	1	1
GO:0000315	0.812194733665031	0.507501559863308	1	50	organellar large ribosomal subunit	CC	1	1
GO:0005762	0.812194733665031	0.507501559863308	1	50	mitochondrial large ribosomal subunit	CC	1	1
GO:0002790	0.812309176312759	0.51622729970311	1	19	peptide secretion	BP	1	1
GO:0051959	0.812309525446791	0.520163395361924	1	15	dynein light intermediate chain binding	MF	1	1
GO:0010038	0.812378368102979	0.370810134904306	3	55	response to metal ion	BP	1	1
GO:0031057	0.812413234383127	0.511752487257018	1	27	negative regulation of histone modification	BP	1	1
GO:0006903	0.81245721960968	0.518743998686188	1	16	vesicle targeting	BP	1	1
GO:0031398	0.812527355468194	0.515865761925203	1	19	positive regulation of protein ubiquitination	BP	1	1
GO:0120034	0.812563632106874	0.417130506052767	2	31	positive regulation of plasma membrane bounded cell projection assembly	BP	1	1
GO:0051642	0.812713002832417	0.517287898211959	1	17	centrosome localization	BP	1	1
GO:0061842	0.812713002832417	0.517287898211959	1	17	microtubule organizing center localization	BP	1	1
GO:0030003	0.813118080349059	0.295873823241224	8	116	cellular cation homeostasis	BP	1	1
GO:0016318	0.813391947726535	0.417133362605743	2	28	ommatidial rotation	BP	1	1
GO:0007189	0.813437784044676	0.37163689609771	3	42	adenylate cyclase-activating G protein-coupled receptor signaling pathway	BP	1	1
GO:0098876	0.814320192042813	0.343382493289514	4	58	vesicle-mediated transport to the plasma membrane	BP	1	1
GO:0000578	0.814648985241985	0.287561366313026	9	123	embryonic axis specification	BP	1	1
GO:0043161	0.814798574095865	0.257898995117321	17	263	proteasome-mediated ubiquitin-dependent protein catabolic process	BP	1	1
GO:0005704	0.814922033751944	0.506551346241151	1	30	polytene chromosome band	CC	1	1
GO:0008407	0.815283147795698	0.368457768338836	3	44	chaeta morphogenesis	BP	1	1
GO:1900073	0.815377039899793	0.413175748254316	2	30	regulation of neuromuscular synaptic transmission	BP	1	1
GO:0042391	0.815477748003536	0.311288807611359	6	81	regulation of membrane potential	BP	1	1
GO:0098796	0.816591826275021	0.234792704464003	33	536	membrane protein complex	CC	1	1
GO:0017111	0.816654797014954	0.25008776122519	20	279	ribonucleoside triphosphate phosphatase activity	MF	1	1
GO:0099111	0.816753051410751	0.309097287583304	6	87	microtubule-based transport	BP	1	1
GO:0015296	0.81697601460627	0.511213425532038	1	16	anion:cation symporter activity	MF	1	1
GO:0015377	0.81697601460627	0.511213425532038	1	16	cation:chloride symporter activity	MF	1	1
GO:0005496	0.817133914503493	0.505621890450819	1	23	steroid binding	MF	1	1
GO:0071867	0.817336740436242	0.509568555769492	1	17	response to monoamine	BP	1	1
GO:0071868	0.817336740436242	0.509568555769492	1	17	cellular response to monoamine stimulus	BP	1	1
GO:0071869	0.817336740436242	0.509568555769492	1	17	response to catecholamine	BP	1	1
GO:0071870	0.817336740436242	0.509568555769492	1	17	cellular response to catecholamine stimulus	BP	1	1
GO:1903350	0.817336740436242	0.509568555769492	1	17	response to dopamine	BP	1	1
GO:1903351	0.817336740436242	0.509568555769492	1	17	cellular response to dopamine	BP	1	1
GO:0006491	0.817597015027592	0.508210483843582	1	18	N-glycan processing	BP	1	1
GO:0072583	0.817876891441856	0.408886816316224	2	31	clathrin-dependent endocytosis	BP	1	1
GO:0051539	0.818265140988906	0.502747886542979	1	25	4 iron, 4 sulfur cluster binding	MF	1	1
GO:1900180	0.818429792320202	0.509950184172155	1	15	regulation of protein localization to nucleus	BP	1	1
GO:0016773	0.818595171699521	0.242174375615122	24	294	phosphotransferase activity, alcohol group as acceptor	MF	1	1
GO:0032509	0.818743092629033	0.50151284862507	1	26	endosome transport via multivesicular body sorting pathway	BP	1	1
GO:0000794	0.819115040623074	0.502819114980523	1	22	condensed nuclear chromosome	CC	1	1
GO:0016780	0.819286807086327	0.504533017833108	1	19	phosphotransferase activity, for other substituted phosphate groups	MF	1	1
GO:2000177	0.819289570173899	0.336026541002027	4	60	regulation of neural precursor cell proliferation	BP	1	1
GO:0008348	0.819384159441671	0.502965366079757	1	21	negative regulation of antimicrobial humoral response	BP	1	1
GO:0045834	0.819804428742858	0.50109822504148	1	23	positive regulation of lipid metabolic process	BP	1	1
GO:0051219	0.820136123617496	0.505878118841854	1	16	phosphoprotein binding	MF	1	1
GO:0042462	0.820444823357268	0.286892632830322	8	103	eye photoreceptor cell development	BP	1	1
GO:0009312	0.82050787344372	0.502458129365573	1	19	oligosaccharide biosynthetic process	BP	1	1
GO:0002065	0.820705472879589	0.502944663323621	1	18	columnar/cuboidal epithelial cell differentiation	BP	1	1
GO:0006637	0.821540641084992	0.357264217369584	3	55	acyl-CoA metabolic process	BP	1	1
GO:0035383	0.821540641084992	0.357264217369584	3	55	thioester metabolic process	BP	1	1
GO:0006873	0.822143462981568	0.283954258175186	8	117	cellular ion homeostasis	BP	1	1
GO:0051231	0.822254158480937	0.502269785032833	1	16	spindle elongation	BP	1	1
GO:0017157	0.822699854924219	0.399960284349709	2	35	regulation of exocytosis	BP	1	1
GO:0016545	0.823096888704792	0.500826772540084	1	16	male courtship behavior, veined wing vibration	BP	1	1
GO:0051787	0.823893359155115	0.495919109367354	1	20	misfolded protein binding	MF	1	1
GO:0022414	0.824231684615564	0.205450816412472	100	1261	reproductive process	BP	1	1
GO:0045185	0.824329386002838	0.399126522886034	2	30	maintenance of protein location	BP	1	1
GO:0044183	0.825073968516701	0.395136428753942	2	39	protein folding chaperone	MF	1	1
GO:0009314	0.825120570901005	0.256143655276442	13	187	response to radiation	BP	1	1
GO:0031056	0.825570159902642	0.351092624735815	3	56	regulation of histone modification	BP	1	1
GO:0140053	0.825905657321864	0.30622252529579	5	134	mitochondrial gene expression	BP	1	1
GO:0097525	0.826062122470678	0.389147958571941	2	76	spliceosomal snRNP complex	CC	1	1
GO:0030178	0.826227459262618	0.351162249733439	3	49	negative regulation of Wnt signaling pathway	BP	1	1
GO:1900368	0.826233444309397	0.492612977199757	1	19	regulation of post-transcriptional gene silencing by RNA	BP	1	1
GO:0016604	0.826524828861886	0.306519966203046	5	101	nuclear body	CC	1	1
GO:0120114	0.826944124645917	0.345967061640652	3	97	Sm-like protein family complex	CC	1	1
GO:0009161	0.827435479448504	0.489106830426599	1	21	ribonucleoside monophosphate metabolic process	BP	1	1
GO:0051784	0.827538525112971	0.488926977004655	1	21	negative regulation of nuclear division	BP	1	1
GO:0045494	0.827898981910618	0.491472362084745	1	17	photoreceptor cell maintenance	BP	1	1
GO:0032259	0.827943823141552	0.275296157442547	8	145	methylation	BP	1	1
GO:0051173	0.828333460439363	0.208825111876887	60	759	positive regulation of nitrogen compound metabolic process	BP	1	1
GO:0051452	0.828754290043971	0.489977903740018	1	17	intracellular pH reduction	BP	1	1
GO:0016417	0.829206597931792	0.483868868610734	1	25	S-acyltransferase activity	MF	1	1
GO:0010498	0.829461128476713	0.237849273861934	18	280	proteasomal protein catabolic process	BP	1	1
GO:0008170	0.830781354396618	0.34295793567364	3	58	N-methyltransferase activity	MF	1	1
GO:0007530	0.830828680652589	0.38698580654385	2	35	sex determination	BP	1	1
GO:0009880	0.830883085103774	0.238807159674476	17	214	embryonic pattern specification	BP	1	1
GO:1902743	0.830961642421869	0.484335227077051	1	19	regulation of lamellipodium organization	BP	1	1
GO:0003755	0.831996411544586	0.476783439411756	1	31	peptidyl-prolyl cis-trans isomerase activity	MF	1	1
GO:0045475	0.832154398724753	0.300233376021962	5	75	locomotor rhythm	BP	1	1
GO:0051896	0.832257768298048	0.48380951330142	1	17	regulation of protein kinase B signaling	BP	1	1
GO:0000470	0.83229495416383	0.477213903905598	1	28	maturation of LSU-rRNA	BP	1	1
GO:0030672	0.83248569605688	0.483405578504514	1	17	synaptic vesicle membrane	CC	1	1
GO:0019722	0.833227361632737	0.383736469010876	2	33	calcium-mediated signaling	BP	1	1
GO:0060322	0.833716185010547	0.252999855368426	11	143	head development	BP	1	1
GO:0048056	0.834776296233181	0.480386145935961	1	16	R3/R4 cell differentiation	BP	1	1
GO:0031331	0.835645191389148	0.24996465309315	11	162	positive regulation of cellular catabolic process	BP	1	1
GO:0007131	0.836488272036369	0.376736960171395	2	39	reciprocal meiotic recombination	BP	1	1
GO:0140527	0.836488272036369	0.376736960171395	2	39	reciprocal homologous recombination	BP	1	1
GO:0048520	0.836992634089211	0.376968469890669	2	35	positive regulation of behavior	BP	1	1
GO:1903034	0.837198288585016	0.377260552556613	2	33	regulation of response to wounding	BP	1	1
GO:0048065	0.83763635411696	0.474190118489611	1	17	male courtship behavior, veined wing extension	BP	1	1
GO:0071985	0.83778273750124	0.46773572088397	1	27	multivesicular body sorting pathway	BP	1	1
GO:0072657	0.838030435286028	0.250618663481199	10	176	protein localization to membrane	BP	1	1
GO:0070382	0.838698152613605	0.290704637893504	5	77	exocytic vesicle	CC	1	1
GO:0016831	0.839091830088857	0.468347750431473	1	21	carboxy-lyase activity	MF	1	1
GO:0045500	0.840810043955436	0.37241940809775	2	30	sevenless signaling pathway	BP	1	1
GO:0030838	0.842354090961158	0.465599049561252	1	17	positive regulation of actin filament polymerization	BP	1	1
GO:2001056	0.842473033600603	0.460474267929249	1	24	positive regulation of cysteine-type endopeptidase activity	BP	1	1
GO:0016881	0.842706553594704	0.464008536554108	1	18	acid-amino acid ligase activity	MF	1	1
GO:0006368	0.842812561838025	0.365862968043337	2	41	transcription elongation by RNA polymerase II promoter	BP	1	1
GO:0050982	0.843074883280615	0.464273534216478	1	17	detection of mechanical stimulus	BP	1	1
GO:0016180	0.843508317807144	0.458564809168486	1	24	snRNA processing	BP	1	1
GO:0043408	0.843740785501718	0.248931170056422	9	130	regulation of MAPK cascade	BP	1	1
GO:0035282	0.843765043959044	0.218978756260366	19	239	segmentation	BP	1	1
GO:0061157	0.84416361600632	0.363022858096609	2	44	mRNA destabilization	BP	1	1
GO:0140223	0.844610428296001	0.454497892968657	1	29	general transcription initiation factor activity	MF	1	1
GO:0031072	0.84515015186545	0.361562877159006	2	43	heat shock protein binding	MF	1	1
GO:0006726	0.845360788659217	0.362059385707452	2	39	eye pigment biosynthetic process	BP	1	1
GO:0018208	0.845397976048751	0.360000110892525	2	50	peptidyl-proline modification	BP	1	1
GO:0050821	0.84558285791112	0.361241810965266	2	41	protein stabilization	BP	1	1
GO:0007420	0.845631074928342	0.246765470311302	9	120	brain development	BP	1	1
GO:0007601	0.845803475614719	0.456000466782485	1	21	visual perception	BP	1	1
GO:1903322	0.846083723436006	0.455478373790899	1	21	positive regulation of protein modification by small protein conjugation or removal	BP	1	1
GO:0001895	0.846668654495856	0.456666974939329	1	18	retina homeostasis	BP	1	1
GO:0051668	0.846944280938975	0.227850862448292	13	212	localization within membrane	BP	1	1
GO:0006650	0.847056940368095	0.250227450210152	8	122	glycerophospholipid metabolic process	BP	1	1
GO:0007005	0.847377984787201	0.229748958832428	12	260	mitochondrion organization	BP	1	1
GO:0061351	0.847871623969596	0.256634849624074	7	102	neural precursor cell proliferation	BP	1	1
GO:0009123	0.847929195523872	0.450330548517203	1	24	nucleoside monophosphate metabolic process	BP	1	1
GO:0120111	0.849136291805346	0.452040475456114	1	18	neuron projection cytoplasm	CC	1	1
GO:0006900	0.849899154192341	0.448999982145828	1	20	vesicle budding from membrane	BP	1	1
GO:0048872	0.850000044668401	0.355295600205303	2	35	homeostasis of number of cells	BP	1	1
GO:0043409	0.850161173241218	0.313527043266793	3	53	negative regulation of MAPK cascade	BP	1	1
GO:0035825	0.850350972522856	0.353424802985232	2	40	homologous recombination	BP	1	1
GO:0009892	0.850842651273539	0.18178581940725	65	912	negative regulation of metabolic process	BP	1	1
GO:0031532	0.851274004585877	0.354098061944745	2	32	actin cytoskeleton reorganization	BP	1	1
GO:0007638	0.851314293827841	0.44887010572326	1	17	mechanosensory behavior	BP	1	1
GO:0003012	0.851837990041434	0.351619541517792	2	37	muscle system process	BP	1	1
GO:0016859	0.852545730586763	0.438378345938763	1	33	cis-trans isomerase activity	MF	1	1
GO:0030139	0.852643742844126	0.351420764781682	2	33	endocytic vesicle	CC	1	1
GO:0032507	0.852795507104376	0.445101672301893	1	18	maintenance of protein location in cell	BP	1	1
GO:1902555	0.853576895681458	0.43792799041863	1	28	endoribonuclease complex	CC	1	1
GO:0060966	0.854058823643443	0.440394121291	1	21	regulation of gene silencing by RNA	BP	1	1
GO:0046068	0.854137450473924	0.443482961939166	1	17	cGMP metabolic process	BP	1	1
GO:0042393	0.854229832787053	0.256190377370008	6	96	histone binding	MF	1	1
GO:0016469	0.854306236912584	0.343869148176649	2	59	proton-transporting two-sector ATPase complex	CC	1	1
GO:0046883	0.854576383301658	0.439399738441251	1	21	regulation of hormone secretion	BP	1	1
GO:0046873	0.854719619225871	0.213092881860222	15	199	metal ion transmembrane transporter activity	MF	1	1
GO:0031201	0.854850144769811	0.435132729362592	1	29	SNARE complex	CC	1	1
GO:0005876	0.855043106822607	0.346404623588255	2	36	spindle microtubule	CC	1	1
GO:0051223	0.855148019368543	0.28246173078539	4	64	regulation of protein transport	BP	1	1
GO:0042073	0.856256522259418	0.435537324230354	1	22	intraciliary transport	BP	1	1
GO:0010453	0.856258026203603	0.34555835522862	2	32	regulation of cell fate commitment	BP	1	1
GO:0060147	0.856626574926321	0.435441737840816	1	21	regulation of post-transcriptional gene silencing	BP	1	1
GO:0010623	0.856753370404203	0.244159606061811	7	102	programmed cell death involved in cell development	BP	1	1
GO:0043523	0.857076814865142	0.433947146884475	1	22	regulation of neuron apoptotic process	BP	1	1
GO:0044331	0.857092741904164	0.437781892767191	1	17	cell-cell adhesion mediated by cadherin	BP	1	1
GO:0030426	0.857138664719809	0.344400962048514	2	31	growth cone	CC	1	1
GO:0050714	0.857168316654471	0.435076254016773	1	20	positive regulation of protein secretion	BP	1	1
GO:0050779	0.857427649086653	0.340333406635186	2	45	RNA destabilization	BP	1	1
GO:0061014	0.857434751930519	0.340321135226936	2	45	positive regulation of mRNA catabolic process	BP	1	1
GO:0009914	0.857603179176399	0.432924177175091	1	22	hormone transport	BP	1	1
GO:0046879	0.857603179176399	0.432924177175091	1	22	hormone secretion	BP	1	1
GO:0007619	0.859385028332455	0.260181476608947	5	80	courtship behavior	BP	1	1
